Iteration	Posterior	Likelihood	Prior	age_extant	branch_rates	diversification	extinction_rate	fossil_samp_rate	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	turnover
38100	-2014.12	-1661.508	-352.6123	57.70706	0.01113089	0.009580138	0.1679623	0.03629761	13	65.25728	0.1775425	44.2121	14.2403	24.0068	27.7597	27.7042	11.7132	11.3328	17.3745	20.1184	13.4181	14.7218	8.75027	7.662	12.488	9.67374	3.70558	5.15682	9.2352	13.4283	17.447	20.7984	20.6193	20.9946	18.3312	18.1342	27.1433	23.9537	23.6822	27.1547	35.6033	24.0385	31.2959	24.7849	40.5868	43.8126	43.2778	41.8002	42.7391	0.9460403
38200	-1995.718	-1657.353	-338.3648	53.20771	0.01477777	0.007312437	0.11758	0.04984099	17	59.78897	0.1248925	46.0227	14.5875	23.2543	26.7656	27.7042	16.3363	16.7941	18.6654	20.1184	12.0048	14.8412	9.06275	9.30645	12.488	9.90556	3.84126	5.15682	4.94959	6.87736	13.3255	22.493	21.8736	20.9946	16.735	21.7006	26.1615	23.1196	23.6822	27.5807	37.6215	24.5834	32.3652	26.1693	38.8073	42.4372	44.7267	41.8002	46.6066	0.9414501
38300	-2004.412	-1651.965	-352.4475	61.02755	0.01137132	0.02905936	0.1631122	0.04323892	14	66.02111	0.1921715	43.2639	14.8336	23.7397	27.7771	24.8257	16.7105	18.8157	18.7803	19.9247	15.0128	14.2566	8.14618	9.31623	12.3404	10.345	4.58596	5.26123	5.7765	5.84871	9.68927	21.761	21.8736	20.8147	16.735	21.9212	26.4951	23.1196	23.2955	27.4362	37.9923	24.4016	33.2877	27.3432	40.6593	41.9316	47.737	41.6447	45.4147	0.8487843
38400	-2009.597	-1661.559	-348.0374	57.57172	0.01154572	-0.03611118	0.1203753	0.07100408	16	63.2671	0.08426412	43.2639	14.8495	23.2816	27.5626	25.6597	19.1576	11.3425	19.5174	19.9247	13.6234	14.2566	11.0486	8.12945	11.9837	10.5669	6.23686	5.26123	10.1488	7.52847	10.5249	20.5496	21.8736	22.1041	16.7964	19.9881	24.7477	24.1633	23.2955	27.5143	37.9923	26.5744	30.1494	25.297	40.6593	46.9703	46.2114	41.3319	40.1704	1.428547
38500	-2003.252	-1654.336	-348.9155	58.7595	0.01052078	-0.0001207293	0.1277418	0.08638671	16	61.87123	0.1276211	45.6644	15.7165	23.074	27.7786	27.881	14.4165	5.17425	18.7054	19.9247	13.1877	15.377	8.22914	8.25097	12.2452	11.3046	3.7658	5.26123	9.81746	13.2535	9.7705	21.273	21.9892	22.2785	16.5312	20.8867	27.9042	24.1633	23.2955	27.5143	37.9923	23.0684	31.5508	23.1436	38.973	46.4918	44.4687	42.8032	35.3565	1.000946
38600	-2005.616	-1651.399	-354.2169	59.79575	0.01082957	0.02950216	0.1873054	0.04724518	14	62.87128	0.2168076	45.6644	13.8872	25.4321	25.822	27.881	14.1713	9.22615	20.2909	19.4098	15.7085	15.377	8.55094	7.94747	11.4831	10.1911	4.82105	5.26123	5.75271	14.451	9.1422	21.4181	21.9892	22.4532	17.6336	19.0798	27.9042	23.8022	23.9761	23.6309	37.9923	26.5985	31.9842	24.4477	39.3621	46.4918	46.2958	43.8062	37.151	0.8639247
38700	-2017.481	-1660.974	-356.5066	54.74713	0.01236744	0.01233277	0.1273652	0.05626673	12	63.88725	0.139698	45.6644	13.8872	23.592	27.4224	26.7174	19.9502	9.27416	18.283	19.8976	15.2795	15.377	8.16721	10.9171	11.7807	10.5331	6.12147	5.26123	8.75712	11.7867	10.0307	22.7942	21.2888	20.7517	16.6098	16.7701	27.0163	23.8022	23.3094	24.0226	37.0219	25.1713	30.6782	27.3039	41.0806	45.5145	47.0133	41.8281	36.5223	0.9117183
38800	-1992.845	-1648.695	-344.1502	56.9953	0.01204885	-0.0002129302	0.1604899	0.05437933	16	73.31842	0.1602769	45.6644	14.1924	23.472	26.8285	26.8765	15.988	12.3806	18.9326	18.6092	11.6369	14.1855	7.99326	9.60699	11.7807	10.1935	5.33244	5.10569	6.50647	9.64245	11.4588	21.82	21.2888	22.0557	16.4196	19.6339	27.3605	23.8022	23.1051	23.0818	37.0219	23.2156	30.7789	24.9457	40.6252	44.8357	44.0112	45.8738	36.5223	1.001329
38900	-2004.338	-1665.251	-339.087	57.523	0.01402848	-0.008974803	0.1034713	0.06292761	17	60.67795	0.0944965	43.6139	14.0408	23.472	26.9432	24.381	18.2023	13.63	17.3441	18.5867	14.1847	14.2536	8.29553	11.0221	12.2453	10.4685	3.9222	5.21003	5.99988	10.6099	16.7159	22.6805	21.2888	21.2972	17.8049	19.6339	27.7126	23.8022	23.1051	19.2101	37.7629	26.0195	29.2913	26.6215	40.6252	44.8357	43.6344	45.8738	39.2178	1.094975
39000	-2002.926	-1660.824	-342.1016	57.80261	0.0121924	0.02570083	0.1003622	0.0757531	16	63.05761	0.126063	47.3259	14.0408	23.3011	27.0003	26.912	19.5392	6.77579	18.6559	20.3412	12.883	15.941	11.5516	6.03408	12.2453	8.40513	3.19675	5.21003	7.57063	14.3285	17.1354	20.831	20.956	20.459	17.452	19.6339	27.5942	23.8022	23.1471	23.3883	36.6303	23.597	29.2913	24.3434	40.6252	47.6738	44.3275	46.3988	44.2381	0.7961271
39100	-1996.512	-1644.488	-352.0236	58.85029	0.01165332	0.01725672	0.2246379	0.03389307	13	65.36489	0.2418946	46.6194	15.3656	23.0488	27.9797	25.4827	19.0696	17.5204	19.0207	20.1214	12.883	15.941	8.73743	10.6235	12.2453	10.6792	4.85103	5.21003	10.0542	14.7186	18.4467	21.0733	21.2752	20.5118	17.1599	15.9717	26.2978	24.4008	23.1471	19.095	37.3318	24.7921	29.2913	25.4386	39.8306	44.82	44.8453	47.6182	35.7601	0.9286602
39200	-1989.275	-1643.206	-346.0694	55.2625	0.01346171	0.03793539	0.1550631	0.04123437	15	63.34016	0.1929985	47.6581	15.433	23.9081	27.4971	24.114	15.9521	10.8587	17.6242	20.1214	12.6415	15.941	8.09972	9.21138	12.249	11.0777	5.99563	5.21003	8.75416	15.6434	16.753	20.7841	20.9938	20.5118	16.2012	16.4933	27.9013	24.4008	23.1471	20.1563	35.2611	26.1939	33.3591	23.7479	38.26	45.1203	45.0815	43.142	36.7391	0.803442
39300	-1993.216	-1644.614	-348.6018	57.42844	0.0131468	-0.006603023	0.1936283	0.06547676	14	67.54652	0.1870252	47.6581	14.7285	23.8394	27.7229	26.6311	16.9113	9.72472	17.6242	19.7207	11.6508	14.2383	7.96018	9.74687	12.2892	11.2238	4.68203	4.96578	9.0722	15.2179	9.83395	20.8592	20.622	20.5118	16.3091	21.4544	27.0691	28.0533	23.1771	25.0218	35.3371	23.8209	28.8657	23.28	40.2417	44.2246	42.1445	47.2441	35.1469	1.035306
39400	-2002.219	-1648.509	-353.7093	56.86419	0.0128411	0.01059351	0.2886463	0.04624104	13	61.92702	0.2992398	46.9928	14.1034	23.2174	27.0793	27.9981	19.0586	13.3342	17.5497	19.7207	15.968	15.8429	7.96018	9.74687	11.7314	11.5253	6.12028	4.96578	9.6707	13.8208	10.0169	22.5615	21.6434	21.8518	17.01	21.6852	27.0558	25.6908	23.1771	25.2122	37.0484	25.3356	29.6452	24.5584	40.5748	46.7838	44.1143	44.3751	40.9062	0.9645986
39500	-2002.094	-1643.028	-359.0657	57.32212	0.01218822	0.0005557294	0.3008552	0.03412107	11	60.282	0.301411	46.9928	19.3256	23.2857	24.0008	28.0746	14.3923	8.53691	18.1859	19.4908	13.5699	14.2712	8.36321	8.08618	11.8139	10.7806	4.41573	4.96578	8.16193	11.0572	5.80024	22.7728	21.126	22.3468	16.4456	16.5019	27.0293	25.7709	23.0586	26.3526	37.0484	24.5231	32.9479	24.9424	40.5748	45.2245	46.8929	44.8368	46.1235	0.9981562
39600	-2002.932	-1647.379	-355.5535	57.51114	0.01260982	0.03166001	0.1958271	0.05584894	13	71.79801	0.2274871	46.9149	13.8615	23.8042	24.0008	27.8127	14.0418	7.98797	18.4034	19.4908	13.868	15.1484	9.89353	10.0227	11.8139	7.40384	5.45415	4.96578	9.31162	11.4841	8.09221	21.7924	21.126	20.6914	16.9401	23.0091	26.3118	26.6433	23.2142	25.3581	37.0484	24.6537	32.9479	26.1096	40.5748	46.8071	43.8508	46.3825	47.0317	0.8608272
39700	-2005.115	-1645.22	-359.8943	57.5378	0.01159826	0.02782621	0.1888429	0.03090444	11	75.72336	0.2166692	46.9149	14.9717	23.1348	26.3813	27.7289	17.7882	10.9664	19.57	19.9094	13.3801	15.1484	9.22398	10.563	11.8139	11.3653	3.24647	4.96578	5.10341	14.8991	14.5366	21.0356	20.8254	20.6743	21.9783	18.5971	24.8367	25.9158	23.2142	26.448	37.0484	28.1452	31.7576	25.7576	40.5748	46.8071	43.4229	46.4859	45.1131	0.8715728
39800	-2004.666	-1651.295	-353.371	58.75684	0.01092671	0.01137764	0.1666283	0.04600872	13	60.83925	0.1780059	46.9149	17.8396	23.2826	26.3813	27.0765	15.5823	11.3616	19.2986	19.9094	14.4758	15.1915	8.49157	8.77942	11.8139	10.5109	2.92784	4.96578	5.74738	14.9533	9.60583	22.2277	20.8254	20.6743	22.0853	19.1572	26.0475	25.9158	23.2142	27.8601	37.0484	26.1656	32.4471	23.2328	40.937	44.7033	42.9502	44.7587	46.8144	0.9360828
39900	-2015.113	-1648.267	-366.846	62.10951	0.009100838	0.001675743	0.1931043	0.03680024	11	64.03009	0.19478	42.877	15.1244	23.1367	25.2157	27.0765	18.4661	11.0545	18.2883	19.9094	13.4407	14.2113	9.29237	8.30331	11.8139	10.7058	4.00945	4.96578	7.26398	10.167	8.67488	22.2277	22.0015	20.6743	20.0418	20.1388	27.8292	25.6982	23.5956	27.3974	37.0484	26.7264	29.8084	26.3281	38.1493	44.7033	42.0167	44.2916	34.9189	0.9913967
40000	-2002.154	-1651.057	-351.0966	58.75071	0.01163371	0.005168268	0.1199782	0.05989547	13	59.51849	0.1251464	42.877	15	23.4141	23.8812	27.0765	18.4661	11.5856	18.9233	18.0534	13.1278	14.2113	7.73387	9.2097	11.5361	10.2167	3.15339	4.96578	8.52652	13.0776	9.93428	22.2277	22.4917	21.1656	16.2328	17.9249	27.6259	25.6982	23.5956	27.1784	36.3543	23.6472	30.7375	23.5083	38.1493	44.7033	44.3128	43.1822	39.2779	0.9587022
40100	-2011.653	-1651.355	-360.2975	63.54519	0.01116361	-0.008500213	0.1923352	0.06069452	12	73.44681	0.183835	44.4998	15.5505	23.4174	23.8812	27.0765	15.5016	10.0931	19.9088	17.1649	14.5563	15.4602	7.73387	9.59586	11.0674	7.91031	6.30209	5.03051	8.52652	13.6669	5.63226	21.2233	22.4917	20.9409	19.5026	17.9278	26.8203	23.4427	23.5956	25.3659	36.3543	24.3221	30.7375	23.0717	39.3501	47.331	45.1834	43.1822	46.5545	1.046238
40200	-2016.756	-1657.929	-358.8268	58.48543	0.01184065	0.0003144246	0.1630887	0.05051475	12	67.1082	0.1634031	44.1903	16.8839	24.2742	23.4812	24.827	19.3243	14.2233	19.019	18.2484	12.1148	15.291	8.46933	9.84248	10.2167	8.41913	6.2484	5.03051	8.86842	7.30468	7.52548	22.9668	22.5441	20.8627	16.9887	16.4061	26.7789	25.2857	23.5956	18.2602	37.7536	23.9289	30.7375	23.0717	39.3501	47.3103	46.8114	43.1822	46.5545	0.9980758
40300	-2015.301	-1664.023	-351.2785	54.08465	0.01303386	0.02417376	0.1118693	0.07596637	15	62.7172	0.1360431	44.1903	15.3196	23.0918	25.3616	24.827	16.1519	18.6191	18.6268	16.978	11.8514	15.291	9.82399	9.64827	12.1066	10.4676	2.71685	5.03051	7.91242	10.3491	10.2051	22.9668	22.1369	20.9678	17.9298	18.9921	26.6419	25.2857	23.5956	22.2429	37.7536	27.905	29.6299	28.5997	39.3501	42.8161	42.9934	42.802	47.0956	0.8223081
40400	-2007.354	-1656.364	-350.9891	55.79781	0.01209771	-0.01598692	0.1605124	0.04275446	14	63.97034	0.1445254	45.9739	15.9484	24.4006	25.8339	24.827	17.8372	12.1891	18.2915	18.5205	12.7314	15.291	8.09674	10.1282	11.7261	10.4676	5.84023	5.03051	9.03282	10.5616	10.2344	22.997	20.5675	20.6951	16.3077	17.3672	24.8824	25.7707	23.5956	20.6682	37.7536	28.6409	32.3018	26.2708	41.104	42.8161	42.2989	43.4198	40.2948	1.110617
40500	-2021.054	-1672.552	-348.5016	58.57806	0.01176663	0.008197796	0.1252078	0.05463783	16	70.43812	0.1334056	44.806	16.9167	23.4555	26.4676	25.9248	19.0928	9.30322	15.9755	16.9631	12.6698	15.9294	8.37498	10.167	11.7261	10.2362	6.12605	5.03051	8.26183	14.5536	9.13702	21.7199	20.6518	20.6951	20.9626	16.3774	26.4049	25.7868	25.2826	27.3654	37.7536	23.733	29.7036	26.2708	39.5297	44.7173	42.5931	43.8336	36.7836	0.9385498
40600	-2024.518	-1668.704	-355.8145	59.05803	0.0106428	0.01278117	0.145442	0.04722345	13	62.60542	0.1582232	44.806	16.6876	23.6619	26.029	27.4454	17.267	14.0248	19.0844	16.9631	12.1745	15.2432	10.5422	9.92411	12.1945	11.4681	4.55086	5.03051	10.0514	16.2196	10.3197	21.9299	21.8882	21.6654	19.1877	20.6132	24.9695	25.0913	25.7102	25.6045	37.7536	28.0339	32.0782	23.1548	39.5297	44.7173	45.5956	44.4453	36.7836	0.9192207
40700	-2000.627	-1654.986	-345.641	55.82994	0.0148469	0.01199303	0.344858	0.03929971	14	59.54115	0.356851	47.3018	16.6876	23.3705	26.8963	26.3183	17.1821	9.15207	19.5003	18.1311	13.4259	15.2432	9.09951	9.98027	12.1945	9.25298	4.07157	5.03051	9.54969	13.516	10.8202	21.7986	22.9051	20.6008	16.6299	18.5822	24.6605	24.9087	23.7162	26.2679	34.5099	25.1982	32.9495	23.0434	39.5297	47.5941	42.1613	43.2908	37.1725	0.966392
40800	-2011.168	-1653.787	-357.381	58.09719	0.01152254	-0.01177188	0.137509	0.0442619	12	59.83842	0.1257372	47.1843	16.6876	23.3282	26.4819	26.6814	16.851	8.72781	19.9223	19.5679	15.3205	15.2432	9.09951	9.02764	11.9369	10.6479	5.24451	5.03051	9.56591	12.3619	8.43283	21.439	22.6793	20.5909	16.6299	17.9937	24.9876	24.1475	23.7162	26.9969	37.8044	25.808	29.3507	23.3834	39.5297	43.3546	47.1468	43.2908	46.8257	1.093623
40900	-2001.053	-1650.154	-350.8989	58.76863	0.01192755	-0.0002413531	0.1942469	0.04912278	14	69.18387	0.1940055	45.4935	13.9922	23.5407	26.1789	24.336	18.424	7.39285	19.4933	19.5679	13.8189	14.1908	9.26799	10.0182	11.8703	9.55848	5.43906	5.03051	7.31384	12.3619	8.40067	22.1159	21.2624	20.9125	16.246	16.6201	27.2246	24.1475	23.6249	27.1828	37.8044	23.9227	29.3507	26.3888	39.2983	44.0305	42.8582	45.5289	46.8257	1.001244
41000	-2006.636	-1655.053	-351.5831	55.12704	0.01310854	0.02300044	0.2518973	0.0416122	12	64.05521	0.2748978	47.5835	15.5753	23.3375	26.7033	28.1316	17.009	10.1184	19.4933	19.5679	13.2725	15.7706	8.05879	9.85551	11.8703	10.0402	4.42342	5.03051	7.687	10.4538	11.5348	22.0616	21.1978	21.0103	16.5883	18.7787	26.603	24.7229	23.833	27.5816	37.326	26.1194	31.7047	23.1322	40.689	46.7198	42.4547	43.0774	34.2914	0.9163309
41100	-2001.588	-1653.831	-347.7571	56.99469	0.0127241	-0.01094707	0.2562674	0.05577818	15	59.86752	0.2453203	47.5835	14.7636	23.2797	26.9018	28.1316	17.4459	9.79649	19.7736	19.5679	14.0344	15.2599	7.35924	9.45862	11.1803	10.7234	5.99116	5.20424	9.79088	8.83618	9.01234	20.6847	20.5172	22.8771	16.5883	18.9711	26.603	24.9673	23.833	26.1846	35.2914	24.7098	30.3674	23.8028	38.8399	44.3705	46.9069	42.7622	34.2914	1.044624
41200	-1989.178	-1646.677	-342.5008	53.51908	0.0130514	0.02840613	0.1189012	0.06180184	14	63.91287	0.1473073	47.5835	13.9265	23.2797	24.998	28.1316	18.2608	12.8672	18.7706	19.5679	14.7878	15.2599	7.88512	10.5419	11.8414	9.62485	4.04889	5.21621	9.79088	12.7095	9.65374	20.6847	20.5172	21.6191	17.0529	20.2034	26.3426	24.9673	23.1319	28.0653	36.5398	27.0063	28.893	25.3982	39.6874	41.9097	42.7632	41.9476	34.2914	0.8071642
41300	-1995.192	-1654.904	-340.2879	54.61237	0.01366035	-0.02358933	0.1974988	0.04532745	15	60.09003	0.1739094	47.5835	15.2828	23.5202	27.2208	28.1316	16.0427	16.4235	17.0179	19.8458	13.0239	15.3331	8.25961	6.49112	11.6325	7.59062	2.82259	5.03377	10.0841	13.1926	14.3603	21.9618	22.1684	21.7418	16.6049	21.4741	27.3282	25.1847	23.1319	26.7104	36.3947	24.3625	32.7488	25.6169	39.6874	44.3436	43.1207	42.4668	35.5387	1.135641
41400	-2000.214	-1650.228	-349.9855	56.65703	0.01239393	-0.02177763	0.179683	0.04843102	13	60.28766	0.1579053	47.366	15.8508	24.7053	27.408	28.1316	18.2883	14.2365	18.5009	19.8458	12.5334	15.3331	8.27443	10.4978	9.71606	9.56721	5.91611	5.03377	9.97194	9.94444	14.2875	20.8862	21.3572	21.2858	16.6049	16.6744	26.4279	25.2136	23.1319	21.7072	37.8727	26.7398	31.3234	25.0752	40.0023	44.0727	43.2377	43.3505	34.6468	1.137916
41500	-2003.448	-1652.699	-350.7495	56.11323	0.01362984	0.0167392	0.112385	0.06395042	14	62.98832	0.1291242	45.1595	15.529	25.0307	26.8387	28.2425	11.8574	13.6489	20.3132	19.718	12.5359	15.83	8.71778	11.4389	12.3664	11.2884	4.5088	5.03377	7.28635	8.05545	17.0595	21.623	21.8318	20.5288	17.681	18.462	27.7452	24.0407	23.279	27.7353	34.3722	24.8195	32.5028	24.8954	39.858	42.6646	43.7357	42.9627	34.6468	0.8703636
41600	-2006.167	-1660.377	-345.7892	55.06017	0.0138583	-0.02154048	0.2123377	0.04267433	15	60.28095	0.1907972	45.1595	15.5056	24.2778	26.1586	28.2425	14.8969	15.7093	17.636	19.718	12.1998	14.3121	7.39246	9.81486	12.3664	8.00973	4.46792	5.3245	9.07587	13.5711	17.9039	21.7098	21.4731	20.5288	17.3748	19.1103	27.2669	24.0407	23.1441	27.7353	34.3722	23.108	30.0239	26.1747	39.806	45.3414	45.2936	46.1692	39.0673	1.112897
41700	-2005.635	-1659.5	-346.1349	60.9442	0.01271836	0.02896625	0.1629203	0.05262915	16	63.09528	0.1918866	46.8388	15.9805	23.8817	24.2324	28.2425	15.8793	5.74194	17.636	19.718	12.7788	14.3121	8.75338	9.47525	11.9252	10.0541	4.53823	5.3245	5.48967	11.4304	17.6301	20.745	21.4475	20.5288	17.1456	19.4894	27.2669	24.0407	23.512	27.6987	34.3722	24.2675	30.0239	25.4246	40.1815	43.0487	44.4273	44.1599	37.9109	0.8490449
41800	-2005.309	-1664.884	-340.4256	55.97443	0.01227255	-0.004744133	0.104082	0.06238285	17	60.57936	0.09933783	43.6456	15.4734	23.1088	23.7715	28.0241	17.8086	13.0093	19.196	19.718	12.7788	13.8707	7.25776	7.59813	11.9252	7.96487	5.37233	5.3245	9.14228	13.3933	11.7208	21.3489	20.7097	21.6826	18.4733	17.9458	27.2669	23.5599	23.3525	25.8976	37.5861	27.8395	31.0125	25.0302	40.1815	43.3484	45.4194	44.1441	37.5885	1.047758
41900	-1995.88	-1660.263	-335.6167	57.21937	0.01406525	0.02049741	0.1673021	0.05710438	17	61.80214	0.1877995	46.0362	15.7627	23.9317	23.2385	24.1768	13.9986	19.1822	18.4073	19.3963	13.7912	13.9291	8.6459	7.65188	11.905	11.5364	3.44078	5.2819	7.37339	12.117	14.246	22.3013	22.7905	21.4935	16.2267	20.3269	27.7027	23.4454	23.3525	27.419	36.0966	24.729	31.0125	27.5776	40.1815	43.3484	43.3693	41.7146	37.5885	0.8908548
42000	-2009.376	-1656.294	-353.082	59.84087	0.01260345	-0.02767885	0.2534346	0.03313798	15	72.8741	0.2257558	43.6242	14.1891	23.6595	26.5257	24.1768	14.3368	5.42285	20.069	19.8516	13.03	13.8397	7.5995	8.92382	10.857	11.6124	3.46035	5.2819	8.02146	13.7599	14.1749	22.8789	22.1263	22.8051	20.4418	20.3269	26.6952	23.6568	23.1373	27.419	36.0162	23.761	31.0125	23.83	40.9613	42.3302	44.9638	46.2259	35.5504	1.122605
42100	-1996.89	-1655.168	-341.7224	53.3979	0.01349665	0.02018271	0.2191203	0.04595108	15	62.18877	0.239303	43.6242	14.1891	23.3585	24.6749	24.9288	17.9072	16.6566	16.6613	19.8516	13.9817	15.1645	7.5995	6.46122	10.857	10.8318	3.67501	5.2819	10.0043	15.9559	14.8351	21.0831	20.8263	22.9757	20.1251	16.4009	27.4538	23.6568	23.1373	27.0082	36.0162	24.4008	31.0125	26.5356	41.0313	45.8144	44.7446	41.5371	35.5772	0.9156604
42200	-2016.739	-1664.497	-352.2427	59.84495	0.01178436	0.03494493	0.1261857	0.03341237	15	66.40674	0.1611306	43.6242	14.1891	23.0958	25.9701	24.9288	14.6888	9.43995	18.8835	19.8516	12.8452	15.0182	8.63768	10.2821	12.3148	11.0283	4.8796	5.32314	9.86972	16.257	18.57	21.1002	20.5932	20.4763	19.7906	16.9143	26.7931	23.5517	23.1373	25.8719	36.1048	24.0645	31.0125	26.8111	41.2688	45.8144	44.3665	41.5371	41.7786	0.7831266
42300	-2000.499	-1646.01	-354.4889	55.8324	0.01314634	0.04724278	0.1535991	0.06032279	12	66.61118	0.2008418	45.9577	14.8286	23.1037	23.7693	25.5939	15.9054	12.6686	19.2874	20.2294	12.0332	15.6921	7.41114	9.87404	12.2248	7.35721	5.95981	5.32314	9.65719	16.0231	14.9291	21.6963	20.5932	20.4763	16.608	20.1212	27.2124	23.5517	23.1373	25.8719	37.7786	24.3291	33.1832	24.6392	41.2688	45.6951	45.986	43.8409	37.4595	0.7647762
42400	-2004.745	-1649.267	-355.4779	59.70089	0.012955	0.01248533	0.1556438	0.05068384	12	60.35434	0.1681291	47.663	15.5448	24.0132	24.7519	25.8999	16.3908	9.534	18.9395	20.2294	13.9131	15.0781	10.641	11.2351	11.1918	11.0169	5.9315	5.32314	8.77387	14.6754	12.0708	22.7439	20.5932	20.4763	16.5961	18.78	26.6227	23.5517	23.2555	26.6365	37.7786	28.5159	31.6237	23.9272	41.2688	47.5811	47.1582	41.6451	38.0393	0.9257396
42500	-1997.732	-1653.863	-343.8691	58.34935	0.01329341	-0.0271808	0.2714594	0.04829019	14	62.10143	0.2442786	46.7768	15.6675	23.5251	26.5813	25.0621	19.0053	16.2735	18.2725	17.8244	12.2802	15.2458	8.04848	6.85477	10.7457	7.80192	2.67098	5.32314	8.66738	14.6754	14.5003	22.7439	22.312	20.7225	17.0024	16.8782	27.9025	23.5517	23.2492	26.6365	37.7786	25.534	28.8121	23.9272	39.5713	47.5811	43.7477	45.9022	46.9695	1.11127
42600	-1997.116	-1635.957	-361.1597	59.51202	0.01060025	0.02574671	0.1078805	0.04635372	11	61.82525	0.1336272	46.7768	15.6675	24.4519	26.407	25.8453	20.1148	12.2949	19.8519	20.1442	13.5461	14.6839	8.04848	9.44275	12.3859	7.31246	5.24965	5.32314	8.73694	14.7947	15.7868	21.5968	20.5279	22.3084	16.5593	17.1315	27.2296	23.5517	23.5103	26.6365	37.7786	25.1416	28.9229	25.5003	38.0041	47.0771	45.7429	41.9867	46.9695	0.8073243
42700	-1998.008	-1652.493	-345.5153	58.87811	0.01249905	0.005621033	0.1802334	0.05406359	15	67.02519	0.1858545	46.7768	13.864	23.3237	25.9604	25.8752	12.2142	18.3866	16.9521	18.7282	13.8231	14.5014	8.7257	8.99188	12.3909	11.2387	2.91396	5.32314	7.85651	13.9654	14.5117	21.0214	20.4828	20.9185	17.1893	16.4662	26.6582	23.6662	23.5103	26.6365	37.7786	27.7553	30.8673	26.8732	38.0041	47.6096	41.8299	47.3787	47.0896	0.9697557
42800	-1991.732	-1642.25	-349.4821	53.95468	0.01313759	0.007500702	0.1377281	0.05527402	13	69.90013	0.1452288	46.1547	13.864	23.0399	27.5512	27.1852	15.8378	12.675	17.4294	18.2086	13.6566	14.5014	9.43944	6.62274	11.6496	10.2994	3.61293	5.32314	8.91668	16.1459	15.7318	22.2458	21.5499	21.1218	16.2003	21.9912	27.4982	26.4136	23.0345	27.7069	37.4723	25.2614	28.8969	27.6155	40.7191	44.9807	42.9164	45.8634	34.1157	0.9483525
42900	-1986.731	-1647.211	-339.5205	52.88465	0.01283518	0.04230356	0.1264517	0.0690888	16	60.26371	0.1687553	45.7007	18.6619	24.2779	26.8196	25.8885	14.0695	12.3673	18.8468	19.4745	12.239	15.6654	9.21611	7.90222	12.4976	7.98146	2.73288	4.93628	8.11337	16.1459	10.5623	22.2458	20.7184	21.6121	16.2003	17.2419	27.9539	25.3252	23.0345	27.7069	37.0807	25.5299	30.1362	24.3353	40.5263	47.1291	45.0119	45.0139	34.1157	0.74932
43000	-1996.057	-1652.101	-343.9565	54.22392	0.01268039	-0.01291136	0.1550444	0.08103668	15	62.11492	0.1421331	45.7007	15.0395	23.8195	27.2707	25.8494	17.5302	11.7646	20.136	19.1209	13.5212	15.6654	8.72865	9.31238	12.2664	9.1415	4.35984	5.20798	8.46287	13.2147	14.5405	21.2605	22.3979	21.6121	16.3619	18.1584	27.208	23.1608	23.0345	25.5239	35.4737	24.1497	33.4097	24.7455	40.5263	42.6255	46.8013	45.841	38.5839	1.09084
43100	-1997.64	-1643.178	-354.4615	57.94869	0.01129602	0.001285784	0.1255459	0.05635497	13	67.95641	0.1268317	45.7007	16.2654	23.23	27.6263	27.3753	17.8301	10.4435	18.0311	20.2978	13.9897	15.6654	9.99373	5.82858	10.2488	10.3448	2.77295	5.20798	6.29874	15.6044	10.6043	21.2605	21.4757	20.9847	16.3619	20.8313	26.2575	23.1608	23.0345	25.5816	36.3961	27.3716	31.522	23.839	40.5263	43.4709	45.2585	45.841	39.2755	0.9898623
43200	-1990.761	-1651.14	-339.6215	58.05719	0.01355779	-0.02415862	0.2348412	0.05722136	15	61.18599	0.2106826	46.5989	14.2761	23.5362	26.0755	26.3402	12.8922	18.7996	19.518	20.0078	14.1761	15.2163	8.35581	10.5105	11.4615	9.52038	7.34977	5.20798	7.851	14.4117	9.14498	21.4003	21.9714	21.506	16.3619	19.5735	26.2575	23.1608	23.0345	25.5094	36.7075	26.001	32.0114	23.8439	41.0406	47.7873	44.4395	45.9142	37.6224	1.114668
43300	-1985.562	-1638.747	-346.8147	59.69661	0.01202573	0.01644234	0.1851442	0.04899277	13	60.82573	0.2015865	46.5989	17.4556	23.5747	27.2611	24.4387	19.6816	15.006	16.7729	20.0078	13.5687	15.3139	10.995	9.66129	12.4587	10.6041	5.46844	5.31806	6.84433	14.1358	13.3512	20.8846	20.5641	21.7846	17.1571	18.8334	25.6811	27.2798	23.5701	26.6676	37.8573	24.0057	30.3629	24.4288	40.9776	47.0986	45.5997	43.7481	38.6284	0.9184353
