Iteration	Posterior	Likelihood	Prior	age_extant	branch_rates	diversification	extinction_rate	fossil_samp_rate	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	turnover
460600	-1999.102	-1648.696	-350.406	52.54487	0.01279111	-0.01190987	0.4165557	0.0335709	10	63.74058	0.4046459	45.2984	16.3753	24.2268	27.5039	23.6306	16.0127	19.978	16.1521	19.816	14.9621	15.1372	9.00171	10.0517	10.9635	10.686	3.90675	5.17513	7.97904	14.125	9.34689	20.7434	21.8831	20.6541	17.1253	19.5428	27.1348	25.4259	23.3156	28.013	35.7036	23.3297	31.1665	24.9435	41.0692	44.0652	42.9516	42.4023	35.7669	1.029433
460700	-1994.226	-1642.136	-352.0906	54.39042	0.01225227	-0.003201195	0.2462676	0.03145282	11	67.0372	0.2430664	44.6772	17.0952	23.5187	27.5874	28.1235	14.418	16.8673	18.3984	19.5495	15.0899	14.4842	8.15681	11.2916	11.3506	10.4934	6.23428	5.17513	9.34973	15.328	5.07849	22.3469	21.7398	20.7098	16.5184	18.5887	27.1348	24.1191	23.3156	26.1278	36.133	23.4241	29.3322	23.5827	41.0692	42.4229	42.6556	42.2417	35.7669	1.01317
460800	-1997.451	-1649.37	-348.0811	55.70747	0.01389198	0.002435963	0.2213426	0.04370166	11	61.393	0.2237785	44.6772	16.8612	24.4587	27.3736	27.2618	13.5193	17.7216	17.7778	19.8633	14.8864	14.4842	7.94183	10.0563	11.5781	10.1695	7.54596	5.17513	8.80302	13.2032	5.78357	22.5799	22.6088	20.4831	16.0059	17.4118	27.1348	24.376	23.3156	26.4115	36.133	23.7137	32.4369	25.8277	40.4962	46.8647	43.8262	42.2222	35.7669	0.9891144
460900	-2007.393	-1652.403	-354.9893	57.87457	0.01376587	0.02791507	0.1765332	0.0449828	10	60.51321	0.2044483	47.3476	16.353	23.2802	27.3736	28.3059	12.9329	9.5752	17.0169	17.5259	14.3996	14.4842	9.49794	11.5988	11.281	9.22788	3.8022	5.17513	5.90888	13.5302	8.91144	21.8439	22.0527	20.6787	16.0059	20.4281	26.5266	25.7634	23.148	26.4115	36.133	23.1106	32.4369	25.8277	40.4962	46.2905	43.4934	44.7349	40.3029	0.8634615
461000	-1986.947	-1644.817	-342.1298	58.6373	0.0134258	0.005048771	0.123666	0.06063783	14	68.59904	0.1287148	47.3476	16.657	23.5321	27.5986	28.3059	14.3172	16.1812	20.2557	17.9221	15.0949	14.0515	7.53492	11.1773	12.2997	11.0597	3.34121	5.17513	6.77005	11.3032	9.19126	21.8439	22.0527	20.6787	16.0059	18.2333	26.5266	24.725	23.148	25.8595	37.9609	25.9603	29.7494	25.8277	40.4962	46.2905	42.238	44.4935	39.8701	0.9607755
461100	-1994.315	-1648.644	-345.6713	52.32701	0.01504281	0.05572036	0.1276914	0.06871571	13	78.67383	0.1834117	47.2831	17.2547	23.5498	26.8424	27.9425	16.3026	14.1589	19.542	20.3059	12.3297	14.6334	9.59726	8.80223	11.0093	10.8847	6.59477	5.15454	8.75308	15.8874	14.0683	22.7302	22.0527	20.6787	16.922	18.4237	26.7759	23.6237	23.7123	27.582	37.9609	32.4105	31.7032	23.9856	39.6255	44.371	42.1321	41.3175	39.5189	0.6962007
461200	-1999.498	-1648.81	-350.6877	60.2463	0.01174621	0.03786181	0.1703512	0.05322922	12	66.66894	0.208213	47.2831	15.6862	23.9792	27.3349	27.9425	15.5359	19.809	17.2479	20.3059	11.8279	15.1745	7.41541	11.1257	11.1725	9.38071	8.25771	5.15454	9.65787	15.8961	9.55459	21.521	21.4335	22.084	16.0288	16.2177	26.7759	23.6237	23.7123	28.0898	37.9609	23.0494	33.0887	25.313	38.6658	44.371	43.6716	47.2846	39.5257	0.8181583
461300	-1996.904	-1646.259	-350.645	55.14512	0.01377657	-0.01573815	0.2762673	0.04509054	10	59.60141	0.2605291	47.2831	15.1265	23.0794	26.7297	27.3262	13.5863	9.89454	19.7405	20.3059	12.6928	15.542	7.54669	10.707	11.2693	8.95726	6.89729	5.32824	9.26674	13.2132	10.0471	21.521	21.4335	20.8114	16.5016	16.2177	26.4863	23.6237	23.7123	28.0898	37.9609	25.1721	32.7917	26.0271	38.6658	44.371	43.651	46.6056	43.3314	1.060408
461400	-1987.537	-1643.181	-344.3557	55.58825	0.01408856	-0.02490904	0.2211284	0.04561608	14	59.56318	0.1962194	47.5194	15.4074	23.7516	25.9853	24.9985	15.3967	18.3415	17.9969	20.3059	12.32	15.5838	10.4366	9.56278	11.9546	8.26741	4.07473	5.32824	9.26674	14.1883	9.11558	21.3919	21.4335	21.2267	16.5016	18.9551	27.0202	23.454	23.5912	27.1641	37.8694	25.4595	32.7917	26.9655	39.2508	45.461	41.796	45.0517	34.1496	1.126945
461500	-2010.478	-1655.588	-354.8906	55.0497	0.01120916	0.002913965	0.2061432	0.03593459	10	59.93787	0.2090572	47.7428	20.755	23.3157	26.9527	23.4046	19.2643	15.4473	18.749	16.7183	15.5264	15.5838	10.1223	10.9055	11.9031	10.0012	3.8468	5.17313	7.09108	15.8127	9.84618	22.7538	22.5024	22.0415	16.5016	19.467	27.9648	23.454	23.7709	27.1641	35.4945	25.4469	30.443	26.9655	39.5847	44.699	44.121	44.858	34.1496	0.9860614
461600	-2012.758	-1658.054	-354.7046	57.11543	0.01309811	0.01050327	0.2188517	0.0320294	12	60.14292	0.229355	46.262	19.3832	23.628	27.8585	25.9059	14.625	16.664	17.748	17.4349	15.8007	15.2717	8.07727	10.073	11.9669	10.9389	3.20584	5.17313	5.49749	12.4526	5.04478	22.7538	20.5298	22.0415	18.8264	19.034	27.695	27.2133	23.7709	27.1641	36.4381	27.483	29.8162	26.0991	40.4132	41.3035	42.5452	44.3201	34.6331	0.9542052
461700	-1989.142	-1644.904	-344.2374	52.09374	0.01311168	0.003215908	0.170687	0.0760215	12	59.43577	0.1739029	45.6877	13.867	24.2801	27.3129	24.9669	14.1258	13.0779	17.4685	17.1763	12.0143	14.3648	7.91338	11.1747	11.4373	10.9389	3.47172	5.17313	10.1228	15.36	15.0178	22.7538	22.646	20.8797	16.2815	20.3125	27.0614	23.1997	23.5086	27.4178	36.3485	27.4021	30.5342	26.418	40.4132	41.9823	41.3507	43.4555	35.6211	0.9815074
461800	-1995.939	-1652.025	-343.9145	57.4166	0.01321013	0.03581455	0.2399358	0.06210126	12	62.13384	0.2757504	44.0735	15.1621	24.9181	27.0597	26.9962	14.1515	9.07255	19.3488	17.5653	13.8119	14.3648	8.00566	9.98639	11.3297	9.84861	3.25033	5.17313	9.22658	15.4987	11.1883	21.3943	22.646	20.8797	16.2815	16.7315	27.0614	23.1997	23.8322	27.4178	36.3485	28.6781	30.5342	23.5575	40.6861	47.186	43.1093	43.8684	35.6211	0.8701197
461900	-2009.678	-1652.228	-357.4503	58.3653	0.01086308	0.02375338	0.1784175	0.03830161	11	67.15314	0.2021709	42.4495	13.9845	23.5884	27.8215	26.9962	14.2924	19.2648	19.3488	18.5008	13.3007	14.9023	7.41842	10.2317	11.8219	7.6927	4.92808	5.17313	10.2953	15.903	12.4074	21.8399	22.7735	20.8797	16.4622	16.1111	26.8001	23.6822	23.9405	27.1724	35.3169	27.8919	32.5008	24.1326	39.4066	43.2304	43.3406	47.7012	34.2049	0.8825084
462000	-1992.684	-1640.921	-351.7629	58.09035	0.01338885	0.04833781	0.2062432	0.04219374	13	68.62052	0.254581	45.7552	15.4615	23.5822	27.8296	24.9925	13.9507	12.3143	19.3488	19.0297	12.6903	14.5435	7.74343	10.9185	11.77	8.12077	4.19452	5.17313	7.9946	14.9251	9.76068	21.2979	22.1281	21.026	16.031	15.9934	27.2226	23.0645	23.1213	27.1724	35.3169	26.5383	32.5008	24.4256	41.0277	47.4042	44.2308	46.7829	34.2049	0.810128
462100	-2010.909	-1656.063	-354.8461	54.02471	0.01379516	0.01065171	0.3641961	0.0215606	9	60.45525	0.3748478	45.9714	14.2386	23.5822	27.5666	24.9925	13.8024	18.5597	17.397	19.0297	15.5019	14.344	8.35502	10.9185	10.946	7.69325	3.38828	5.17313	6.46823	15.7506	13.0636	22.4078	21.9371	21.026	19.7035	17.9912	25.71	26.9183	23.4295	26.9315	36.329	23.1248	32.8398	24.4256	41.0277	47.4042	44.1123	43.9517	41.3983	0.9715839
462200	-2000.837	-1646.073	-354.7644	60.92103	0.01224309	0.02062374	0.1799449	0.07814288	11	77.23938	0.2005687	47.0059	14.7592	23.1245	27.7145	27.6008	14.0708	7.5885	18.915	19.9815	15.0423	15.7203	9.38386	10.1945	12.0634	9.99068	3.77316	5.17313	7.09878	15.4859	12.2231	22.4078	21.9371	21.026	17.6457	19.0764	27.8232	23.6381	23.3502	26.9315	35.3245	26.8105	33.6389	24.4256	40.7385	47.239	43.7501	45.625	41.1862	0.8971737
462300	-1981.424	-1639.853	-341.571	55.6745	0.01282399	-0.0006977096	0.2859951	0.0346918	14	61.81901	0.2852974	47.0059	14.123	23.1801	27.2763	26.8639	11.0682	16.4867	18.915	20.3007	13.8479	15.3347	7.39774	10.5724	12.0929	8.94486	6.98569	5.17313	10.1961	15.1299	10.1333	22.9896	21.1283	21.026	17.1549	16.1659	27.7141	25.2382	23.3502	27.3197	37.2286	24.7505	28.7535	23.7167	40.7385	43.5577	43.6391	45.5737	39.4933	1.002446
462400	-1994.687	-1655.514	-339.1731	52.46859	0.01346955	-0.005979985	0.1826172	0.0829678	13	59.99606	0.1766372	46.8537	17.8852	23.1801	26.9303	28.1167	14.679	17.8598	18.4522	19.0005	13.3724	15.5954	8.95421	11.2515	12.0929	11.2147	6.77693	5.00973	8.64501	13.6157	9.05306	21.9455	22.7744	20.6721	16.6954	21.4052	27.9246	26.1753	23.3502	27.3197	37.2286	29.3341	31.358	25.354	39.7106	46.188	41.9883	45.8886	38.9935	1.033855
462500	-1990.083	-1648.08	-342.0031	55.59719	0.01341981	0.03572085	0.2158115	0.04650821	14	61.99903	0.2515324	46.8537	14.1107	23.2838	27.6536	26.6774	14.7255	14.9774	20.155	20.1071	15.0058	14.5567	7.45479	9.2181	11.6856	11.0983	4.0266	5.00973	10.0503	12.4467	15.6922	22.7706	21.4416	20.6721	19.4988	21.0066	27.2988	26.4103	23.3502	26.3078	37.711	24.414	29.2855	25.354	39.7106	46.188	41.7803	44.921	35.4466	0.8579871
462600	-1992.111	-1653.059	-339.052	50.00777	0.01360356	-0.02540063	0.2338522	0.05768844	12	61.38169	0.2084516	45.8275	18.8727	23.4303	28.0226	26.6774	13.4835	18.7105	20.2426	19.3077	12.1847	14.5567	8.22747	9.11908	11.6856	11.6112	4.89342	5.00973	8.59694	15.963	17.7227	22.5067	21.0478	22.5349	19.3573	21.5331	27.8228	27.4637	23.1983	26.9648	37.0605	26.8025	32.3255	25.354	38.3065	45.0567	42.0234	41.3486	37.0725	1.121854
462700	-1992.378	-1648.801	-343.5764	53.72845	0.0121618	0.02604833	0.1784415	0.09293026	14	60.80943	0.2044898	47.4259	15.2892	23.2602	25.9641	25.1761	12.0831	18.3127	17.7825	19.3077	12.4213	15.361	8.02538	10.0186	12.0404	11.6112	4.51644	5.00973	8.5141	15.1371	17.1395	21.7143	21.4875	22.5349	17.5517	19.8073	27.8271	23.9111	23.1983	25.2845	37.0605	26.6817	31.2506	25.354	38.3065	42.6202	44.023	44.7705	37.6552	0.872618
462800	-2003.295	-1651.077	-352.2175	53.63493	0.01288006	0.06886154	0.2135575	0.03597801	11	60.90676	0.282419	47.4259	17.049	23.39	27.2626	24.7507	11.6746	15.9254	17.0773	17.5966	12.905	15.1663	7.3819	8.31246	12.0404	8.99859	4.59248	4.99076	9.8504	13.3756	17.1395	22.2779	21.2579	21.6615	17.5517	18.1405	27.3135	26.2551	23.1983	26.7722	37.0605	26.1434	31.2506	25.5942	40.8268	41.8735	42.1245	41.7252	37.6552	0.7561724
462900	-2008.64	-1653.989	-354.6515	57.18271	0.012966	0.02571056	0.1789113	0.03799915	11	86.77578	0.2046219	47.4259	17.608	23.39	27.9171	24.7507	12.9623	17.3059	19.1142	16.9802	13.8309	15.7843	7.97376	7.23402	10.4625	9.44723	3.90699	5.26852	7.32442	13.4352	12.8663	20.8384	21.2579	21.4081	15.9861	16.6107	25.2196	26.2551	23.1983	26.7722	35.7454	24.5599	30.9099	25.9922	41.0784	45.1403	42.891	42.6931	42.2877	0.8743509
463000	-2000.868	-1649.222	-351.6463	52.02859	0.01501402	0.02476793	0.3604749	0.03776186	12	63.6152	0.3852428	46.9001	18.9546	23.39	28.0863	24.5474	16.3466	16.3707	19.2441	16.9802	14.7457	14.7787	7.72644	7.08307	10.7253	9.9455	4.60673	5.26852	8.42508	12.8858	6.2903	20.7776	21.2579	22.8171	16.6553	20.335	25.0348	25.105	23.1983	26.4834	37.9267	29.2847	30.3803	24.7118	40.2715	42.5619	44.6119	41.8017	47.6486	0.9357083
463100	-1994.483	-1652.763	-341.7194	53.38454	0.01526616	0.02375874	0.1851954	0.0611922	14	62.11278	0.2089541	46.9001	14.2043	24.4845	27.886	25.1938	11.4135	19.6356	17.4689	14.9004	13.9696	14.7787	7.39992	10.9445	11.7048	11.0737	5.94081	5.26852	8.94872	16.0639	8.52192	20.7776	21.8242	21.6138	17.7039	21.4283	28.002	24.7137	23.1983	26.4834	37.9267	26.8829	32.1732	25.0349	40.2715	42.5619	45.73	42.7257	47.6486	0.8862969
463200	-2006.244	-1647.726	-358.5179	53.29274	0.01216439	0.008165333	0.2111356	0.03946347	10	74.96413	0.2193009	46.9001	16.954	24.8942	27.6952	24.2236	13.4249	14.3085	19.8842	15.1241	15.6035	13.9397	8.92296	10.9445	11.356	8.7437	6.06491	5.31791	5.55672	15.5212	8.0097	20.7776	22.8617	21.2254	17.0592	21.8441	27.6739	24.5899	23.2808	25.6814	37.9686	27.5482	32.6651	24.7507	39.8272	41.4923	45.73	41.4424	47.6486	0.9627665
463300	-1998.576	-1664.026	-334.5496	55.13628	0.01588254	0.06545753	0.1377498	0.06273084	16	60.73842	0.2032073	46.8363	17.1734	23.2044	27.0338	25.0358	15.5596	14.7282	17.9434	19.3346	15.7704	13.9397	9.00623	10.2705	12.3102	9.57037	5.06812	5.31791	5.28687	15.7355	10.5618	21.3402	22.8617	20.454	16.7971	22.4939	26.6489	24.5899	23.2808	27.0896	37.9686	26.2252	32.6651	24.7401	39.7104	46.5931	44.4346	43.4678	47.6486	0.6778781
463400	-1989.157	-1646.722	-342.4345	57.92657	0.01473932	0.04964061	0.1193164	0.06506267	14	61.46849	0.168957	46.8363	14.0984	23.2044	27.1728	23.9504	15.4516	17.0156	19.9675	20.0574	11.9556	14.393	8.4196	8.85291	11.312	11.2033	2.96408	5.07926	9.16695	16.1143	9.50788	21.64	21.487	21.8808	16.7971	21.4889	25.197	25.7692	24.2803	27.0896	36.9206	27.2817	30.0987	24.0673	40.7223	46.5931	43.2579	43.4678	36.3121	0.7061938
463500	-1996.883	-1641.054	-355.8285	58.30237	0.01264042	-0.004173405	0.2662393	0.02653939	10	64.7656	0.2620659	46.8363	14.6221	23.1075	27.0976	26.2496	13.8587	13.9408	19.9675	20.0574	14.8042	13.9349	7.67113	8.9395	11.9359	10.1305	4.36759	5.07926	7.76542	15.1271	5.74806	20.6082	21.0952	21.4279	18.7374	16.3519	27.6559	25.7692	23.3512	27.7521	36.9206	26.9534	28.566	24.0673	40.7223	43.8893	43.1634	43.7202	41.3348	1.015925
463600	-1989.769	-1639.483	-350.2855	58.80405	0.012217	0.0009193856	0.1539219	0.08022898	13	64.38259	0.1548413	46.8363	14.0064	23.1135	27.0976	24.3306	14.0692	12.1828	19.6771	19.2892	15.4623	13.9349	8.30198	11.4878	11.9359	7.75594	5.45469	5.18617	5.12705	16.0975	9.71398	20.8715	21.0952	20.7354	16.3757	19.3687	25.2187	25.7692	23.5785	27.7521	37.1067	25.0416	33.5455	24.0673	41.1134	43.8893	43.0387	43.3755	38.6165	0.9940624
463700	-1991.609	-1642.587	-349.0219	55.42558	0.01314028	0.009871904	0.2123267	0.0421314	12	68.85212	0.2221986	46.8363	14.5904	23.2754	27.9733	24.3306	13.7304	6.19593	18.3204	19.868	12.0038	15.1283	7.99247	10.6858	11.5511	11.1658	5.06435	5.18617	6.76545	14.6032	11.6302	20.4617	21.0952	21.5259	16.3757	18.5751	24.8724	26.9622	23.5785	27.7521	37.7457	28.4309	32.0001	25.5726	41.1134	45.423	44.6474	46.1436	38.6165	0.9555717
463800	-1988.601	-1644.179	-344.4219	56.00955	0.01323823	-0.001710538	0.1911491	0.05995598	12	63.38315	0.1894385	46.3356	15.3336	23.361	27.8365	24.737	14.0659	14.49	19.9245	20.2818	14.4443	14.8247	9.20375	11.5493	11.1987	10.2452	8.56067	5.18617	6.76545	15.1698	10.7215	21.1631	22.5355	21.9905	16.3734	18.2496	25.646	26.9622	23.5785	27.7521	37.5354	24.8015	30.0446	24.4954	39.8553	43.1075	42.917	44.9354	34.09	1.00903
463900	-1988.21	-1641.349	-346.8604	57.10443	0.01421672	0.01233007	0.1891952	0.0481866	9	66.85565	0.2015253	42.5024	14.4906	23.8133	25.7834	27.3965	13.5478	18.3115	19.9245	20.2818	12.0569	14.8247	7.64843	11.5753	12.215	9.94744	6.64074	5.18617	8.81432	14.5383	9.16121	20.8573	22.5355	22.3293	16.3734	19.2328	27.2672	28.0348	23.2218	27.7521	37.5354	24.1668	28.4535	24.5881	39.024	47.2635	43.193	46.7651	34.09	0.9388163
464000	-1982.478	-1645.698	-336.7804	54.08106	0.01555875	0.02603433	0.1847953	0.05808252	15	59.72315	0.2108296	43.6337	16.1337	23.7015	26.0317	25.1999	13.6452	16.3019	19.2241	20.2818	14.3755	14.8705	9.35875	10.576	12.215	9.94744	6.52382	5.30517	9.68711	14.5383	10.733	21.0036	22.5355	22.6739	16.3734	17.7873	27.3504	24.8768	23.2218	23.2288	37.5437	26.4558	28.81	24.503	41.2664	47.2635	43.5084	45.0821	33.9872	0.8765148
464100	-1995.475	-1642.142	-353.3337	63.0544	0.01150803	0.009904984	0.1695374	0.03794222	12	69.37316	0.1794424	42.8118	14.0881	23.0486	27.5322	25.1999	16.5194	16.3671	17.5208	20.2818	15.4612	14.7662	8.23805	10.576	11.8981	9.94744	5.06689	5.30517	7.22913	13.6403	12.1523	21.4661	21.5088	21.2165	16.3734	16.0151	27.7897	24.1039	23.2218	23.6185	35.5284	28.2598	30.5311	24.503	41.0326	47.2635	42.7177	43.9833	35.1544	0.9448013
464200	-1994.886	-1648.604	-346.2817	55.13465	0.01382244	-0.01021934	0.2931593	0.03548814	13	63.03872	0.28294	44.1537	19.1562	24.0991	26.979	25.0447	16.4384	14.2542	18.4188	20.2818	14.7648	15.1064	8.11982	11.4552	11.5581	10.4134	5.07033	5.30517	8.13288	16.1036	8.89699	22.3388	21.5088	21.2165	16.3734	22.6612	27.375	24.1039	23.2218	26.0685	37.6603	24.3263	31.8613	26.6926	40.8434	47.2635	43.7616	46.7808	40.1696	1.036118
464300	-1987.642	-1642.495	-345.1472	58.67821	0.01321723	-0.006674397	0.18135	0.08238255	14	64.16123	0.1746756	44.1537	16.0091	24.608	27.0918	26.3816	11.2415	18.7795	17.6347	20.2818	14.4674	15.014	7.8197	9.11393	12.432	10.8964	5.03516	5.30517	8.37108	16.1036	10.0059	21.7011	20.8033	22.0372	17.6133	20.2132	25.5744	24.1039	23.2218	26.0715	37.5163	27.2226	29.3256	26.6926	40.8434	47.7317	42.0621	45.9764	40.1696	1.03821
464400	-1984.446	-1639.298	-345.1479	58.20605	0.01247984	-0.001670405	0.1785919	0.06343355	13	59.88398	0.1769215	43.0718	14.0281	23.1477	26.6891	27.4752	15.3011	18.7795	19.1235	20.2818	12.7162	14.9783	8.43357	9.21222	12.3964	10.8964	4.4596	5.09126	9.07019	15.4057	7.46882	22.1223	20.6403	22.8542	17.6133	19.8978	25.5744	23.2493	23.2218	27.164	37.7231	25.509	30.8738	27.3363	40.8434	44.2241	43.7212	45.9764	36.8617	1.009442
464500	-2000.222	-1658.42	-341.8023	54.08396	0.01335555	-0.003911368	0.1470424	0.06403116	14	63.70949	0.143131	46.0997	16.0174	23.2411	26.0742	23.2589	12.7227	12.7751	17.1296	20.2818	15.2492	14.0487	10.4119	9.59666	12.0958	10.985	6.36828	5.09126	8.94475	8.74208	9.71915	22.1223	20.6403	20.6764	16.4253	18.1893	25.7774	23.2493	23.2218	27.164	35.8906	27.5695	29.5342	23.2647	39.6698	42.5994	42.6563	42.7801	39.1035	1.027327
464600	-1987.962	-1639.997	-347.9655	55.79915	0.01361415	-0.001887101	0.1590514	0.05101068	13	64.22922	0.1571643	46.9315	14.5886	23.5253	26.6939	24.2015	12.4007	14.5114	16.8894	20.2818	14.8687	15.6007	9.26036	9.91957	11.5928	8.95509	4.63701	5.29023	7.57497	15.6348	8.19558	22.3604	21.526	21.5803	16.528	19.2376	27.0279	25.7004	23.2218	27.2531	37.8691	23.7135	30.3238	24.067	41.0098	45.5997	42.941	46.8337	36.5658	1.012007
464700	-1983.329	-1640.169	-343.1601	54.63297	0.01485764	0.01033029	0.1816139	0.06512164	13	84.77183	0.1919442	46.9315	16.1483	23.2654	26.5416	25.0477	14.4136	16.8457	17.9557	20.2818	15.1476	15.6007	8.47124	11.218	11.5928	10.5036	5.23012	5.08633	9.01969	15.9936	8.63563	22.3604	21.526	22.3318	16.192	20.6454	26.8577	27.0276	23.2218	27.2531	36.7531	24.1753	29.8055	23.1845	41.0098	44.6626	42.3672	42.1402	36.5658	0.9461807
464800	-1983.493	-1649.363	-334.1306	51.09434	0.0130493	-0.02022402	0.1542888	0.08289971	16	61.66208	0.1340648	44.5962	16.682	23.5157	27.8267	24.8348	11.146	16.1084	19.1595	20.4076	12.0508	15.1612	8.95347	8.87851	11.1767	10.6849	4.96846	5.08633	9.06951	15.6419	8.23405	22.3744	21.4801	21.3901	16.192	20.0765	27.9748	24.1227	23.2218	27.1506	37.9731	29.7808	31.6977	23.1845	40.4536	44.3651	42.2947	41.5975	34.9713	1.150853
464900	-1994.145	-1653.706	-340.4391	51.43443	0.01415822	0.01204802	0.2421911	0.043652	14	60.10484	0.2542391	44.5918	16.7236	23.6278	27.0372	24.9682	14.8043	11.0179	18.0273	19.2605	14.3963	14.0758	9.34795	7.80557	12.169	9.50237	4.55321	5.08633	9.99637	16.0151	14.1012	21.8478	21.5735	21.4505	19.2078	20.6985	25.4356	25.1839	23.2218	27.1506	37.9731	32.9849	33.4465	23.6447	40.3868	44.3651	41.6284	46.741	34.9713	0.9526115
465000	-1994.606	-1647.726	-346.8797	55.60301	0.01393304	-0.02276606	0.1264247	0.06873218	14	64.61826	0.1036586	47.458	14.9198	23.6554	27.7396	25.414	11.4765	12.1733	19.1741	19.4449	15.3566	15.0682	7.80991	8.19573	12.169	11.2633	3.5564	5.08633	8.59236	16.0151	6.48382	21.8478	22.0542	21.9972	20.9155	21.6902	27.8385	23.0437	23.2218	26.4342	37.9731	23.5014	30.4759	23.6447	39.7815	44.3651	42.5558	45.114	36.0934	1.219625
465100	-1994.074	-1641.979	-352.0943	59.79317	0.01016675	0.03091657	0.2241768	0.03985812	13	70.00521	0.2550933	47.458	14.0403	23.6864	27.6449	26.5109	15.4622	7.70537	16.45	19.742	14.5887	14.3759	7.36214	9.83847	11.9725	11.286	4.10344	5.29724	6.32088	16.0151	15.0194	22.1955	21.8227	22.529	18.9436	20.0373	27.8385	23.0437	23.4616	26.6409	37.9731	23.8895	30.4904	23.6447	40.1347	46.7726	43.7403	45.114	36.2451	0.8788029
465200	-1984.181	-1644.21	-339.9708	54.75285	0.0146615	0.02315078	0.1820225	0.05642188	14	59.5186	0.2051733	47.458	15.0434	24.0916	27.3045	24.022	17.4655	15.4645	19.2413	19.8693	14.4546	14.3759	9.58726	9.36264	12.4971	10.428	5.37279	5.04886	9.34506	16.2785	11.5209	21.3407	21.8227	21.6367	17.8287	16.3489	27.8385	23.0437	23.8837	26.3902	35.4658	23.933	33.0035	23.968	40.1347	43.2393	42.8898	45.1442	36.2451	0.8871648
465300	-1983.157	-1639.918	-343.2383	57.5099	0.01344543	-0.04054133	0.2231476	0.04463854	15	61.41831	0.1826062	47.458	17.1622	23.1809	27.808	25.7782	12.5043	17.9018	18.3004	19.8693	15.3282	14.3759	7.71767	11.4874	12.2013	10.6474	4.72096	5.04886	9.80931	14.0909	9.42038	21.887	21.8227	21.3017	17.1465	16.3489	27.5755	23.0437	23.8837	26.3902	37.2199	28.4387	32.6195	25.568	40.7229	45.963	44.1733	47.6293	37.8609	1.222015
465400	-1993.659	-1650.216	-343.443	57.94591	0.01349817	0.004377677	0.1837717	0.05028031	14	59.98256	0.1881493	47.5259	18.5424	23.3135	26.8417	24.5829	11.7506	15.61	16.0325	17.6689	11.7466	15.8551	7.87612	9.29896	11.9355	10.2498	3.85999	5.04886	7.46326	13.9079	9.18645	22.6977	21.8227	21.3017	17.7784	22.1487	26.9893	26.3637	23.6695	27.2727	37.111	24.2115	32.6195	25.568	39.8305	42.5034	44.3461	44.7517	35.4961	0.976733
465500	-1996.001	-1654.815	-341.1866	52.32041	0.01421833	0.01039756	0.1953786	0.05580302	13	59.6742	0.2057762	47.5259	16.8843	23.4804	27.38	25.71	15.3888	15.811	16.1232	19.857	13.8955	15.1574	9.36417	9.35372	11.6051	11.2078	5.13447	5.09919	5.7073	13.3412	17.8871	21.4286	22.9992	20.5459	16.2493	22.1938	26.7154	26.3568	23.3708	27.5722	36.8253	29.4162	31.5662	27.9429	39.4933	42.5034	43.2899	43.3326	37.0122	0.9494715
465600	-1997.732	-1648.489	-349.2434	58.14775	0.01142385	0.0009238258	0.2932376	0.0357946	11	60.27249	0.2941614	47.5259	16.5534	24.3328	27.5574	25.9788	18.0898	15.0639	16.0446	19.8131	15.0801	14.7047	7.43069	11.347	12.1163	11.0301	5.83975	5.1301	9.45584	15.8125	12.6911	20.613	21.3592	21.344	18.7304	19.7371	28.0554	23.2819	23.4109	27.1614	35.726	23.7893	31.5662	25.0256	39.4933	46.0117	47.1218	45.5807	40.3743	0.9968595
465700	-1987.047	-1646.394	-340.6533	55.82532	0.01336665	0.06166531	0.114981	0.05739645	15	59.69967	0.1766463	47.5259	16.2111	23.3475	27.5574	24.8638	13.9971	18.3653	17.1917	19.801	15.8689	14.7047	9.68168	11.5806	12.1697	9.34551	6.18138	5.1301	9.05591	15.8206	11.8139	20.613	21.5597	21.6517	16.5837	22.9239	27.6372	23.2819	23.0493	27.3409	35.726	23.1648	28.9001	25.9848	39.4933	45.6114	44.5815	45.5807	34.3741	0.6509108
465800	-1990.213	-1655.421	-334.7918	55.56568	0.01564394	-0.001149572	0.1785405	0.07536073	15	64.47526	0.177391	46.8021	18.754	23.3484	26.4624	25.8822	15.0972	19.8413	18.2046	20.1273	14.9172	14.3465	8.13035	10.7685	12.1697	11.1297	4.38538	4.91737	9.05591	9.85562	16.8422	22.5413	20.7258	21.6517	16.5837	22.9239	26.6684	23.2819	23.0493	27.4915	37.2273	26.021	28.2697	25.9848	39.5496	45.6114	42.2429	44.0508	37.8761	1.00648
